id,[Random] First Name,[Random] Last Name,Lead Source,Created Date,Created Month,Became an MQL Date,MQL Month,Opportunity Created Date,Opportunity Month,Closed Date,Closed Month,Account ID,Account Domain,Account Name,Account Country,Account Continent,Opportunity ID,Product,Stage Status,New business booking $,MQL month / year,MQL to OPP date diff,OPP month / year,OPP to CW date diff,Closed month / year
7183,Jerry,Hogan,Signup,24/03/2023,01/03/2023,25/03/2023,03/01/2023,,,,,17600000000000000000,company7723014251.com,Company7723014251,Estonia,Europe,,,,0,03/01/2023,,,,
7184,Brandon,Pitts,Signup,02/07/2023,01/07/2023,29/09/2023,09/01/2023,10/23/23,10/01/2023,,,4270000000000000000,company6264251165.com,Company6264251165,Germany,Europe,opp8618685091,Free,Negotiation,0,09/01/2023,1,10/01/2023,,
7187,Lori,Burke,Signup,29/04/2023,01/04/2023,27/05/2023,05/01/2023,06/02/2023,06/01/2023,,,10600000000000000000,company6806044528.com,Company6806044528,CZ,Europe,opp6341338547,Professional Monthly,Disqualified,100,05/01/2023,1,06/01/2023,,
7188,Teresa,Nichols,Signup,18/05/2023,01/05/2023,19/05/2023,05/01/2023,,,,,40000000000000000,company551864213.com,Company551864213,Dominican Republic,North America,,,,0,05/01/2023,,,,
7191,Nathan,Donovan,Signup,21/09/2023,01/09/2023,05/12/2023,12/01/2023,,,,,9110000000000000000,company1989060597.com,Company1989060597,Venezuela,South America,,,,0,12/01/2023,,,,
7195,Jonathan,Campbell,Request Demo,29/08/2023,01/08/2023,19/09/2023,09/01/2023,01/02/2024,01/01/2024,03/08/2024,03/01/2024,7690000000000000000,company2476818960.com,Company2476818960,Lithuania,Europe,opp2634823802,Free,Closed Won,0,09/01/2023,4,01/01/2024,2,03/01/2024
7198,Dan,Franco,Request Demo,24/06/2023,01/06/2023,25/06/2023,06/01/2023,,,,,5070000000000000000,company3290546730.com,Company3290546730,El Salvador,North America,,,,0,06/01/2023,,,,
7199,Kimberly,Conley,Request Demo,28/01/2023,01/01/2023,23/03/2023,03/01/2023,,,,,880000000000000000,company3244665782.com,Company3244665782,Bahamas,North America,,,,0,03/01/2023,,,,
7203,Alyssa,Phillips,Request Demo,31/03/2023,01/03/2023,12/06/2023,06/01/2023,,,,,8710000000000000000,company4940934498.com,Company4940934498,Georgia,Europe,,,,0,06/01/2023,,,,
7207,Stephanie,Scott,3rd Party Data,23/11/2023,01/11/2023,08/12/2023,12/01/2023,,,,,4520000000000000000,company1205326502.com,Company1205326502,Barbados,North America,,,,0,12/01/2023,,,,
7212,Andrew,Allen,Signup,03/10/2023,01/10/2023,09/11/2023,11/01/2023,,,,,11900000000000000000,company4948072903.com,Company4948072903,Slovenia,Europe,,,,0,11/01/2023,,,,
7215,Deborah,Acevedo,Signup,16/05/2023,01/05/2023,16/07/2023,07/01/2023,,,,,2090000000000000000,company316337474.com,Company316337474,Syria,Asia,,,,0,07/01/2023,,,,
7218,Marissa,Ray,Gated Content,22/06/2023,01/06/2023,19/07/2023,07/01/2023,9/30/23,09/01/2023,10/06/2023,10/01/2023,10300000000000000000,company2282300925.com,Company2282300925,Panama,North America,opp8519799297,Free,Contract Signed,0,07/01/2023,2,09/01/2023,1,10/01/2023
7226,Mark,Cox,Request Demo,19/01/2023,01/01/2023,26/02/2023,02/01/2023,03/08/2023,03/01/2023,03/01/2023,03/01/2023,5150000000000000000,company2834884474.com,Company2834884474,Vatican City,Europe,opp2857676307,Free,Closed Won,0,02/01/2023,1,03/01/2023,0,03/01/2023
7227,George,Parker,Signup,11/02/2023,01/02/2023,16/02/2023,02/01/2023,,,,,11000000000000000000,company9676962083.com,Company9676962083,Sao Tome and Principe,Africa,,,,0,02/01/2023,,,,
7230,Bradley,Thomas,Request Demo,01/02/2023,01/02/2023,03/02/2023,02/01/2023,,,,,1130000000000000000,company666415986.com,Company666415986,Uganda,Africa,,,,0,02/01/2023,,,,
7231,David,Thomas,Request Demo,11/12/2023,01/12/2023,16/12/2023,12/01/2023,4/24/24,04/01/2024,,,16500000000000000000,company5284859675.com,Company5284859675,Luxembourg,Europe,opp5973665295,Professional Monthly,Contract Signed,100,12/01/2023,4,04/01/2024,,
7232,Francisco,Henry,Request Demo,17/06/2023,01/06/2023,22/06/2023,06/01/2023,,,,,6590000000000000000,company6555920277.com,Company6555920277,Moldova,Europe,,,,0,06/01/2023,,,,
7234,Megan,West,Signup,07/02/2023,01/02/2023,09/02/2023,02/01/2023,,,,,14300000000000000000,company2304167083.com,Company2304167083,Belgium,Europe,,,,0,02/01/2023,,,,
7239,Kristina,Bradley,Signup,06/08/2023,01/08/2023,16/09/2023,09/01/2023,,,,,13500000000000000000,company1444965735.com,Company1444965735,Burma (Myanmar),Asia,,,,0,09/01/2023,,,,
7243,Eric,Atkins,Request Demo,01/01/2023,01/01/2023,02/01/2023,01/01/2023,,,,,3800000000000000000,company9623381747.com,Company9623381747,Bosnia and Herzegovina,Europe,,,,0,01/01/2023,,,,
7246,Robert,Valentine,Request Demo,30/04/2023,01/04/2023,02/05/2023,05/01/2023,,,,,16700000000000000000,company717747777.com,Company717747777,Andorra,Europe,,,,0,05/01/2023,,,,
7250,Joseph,White,Signup,11/04/2023,01/04/2023,14/04/2023,04/01/2023,4/19/23,04/01/2023,06/01/2023,06/01/2023,12300000000000000000,company589645301.com,Company589645301,Romania,Europe,opp5842196763,Business Monthly,Closed Won,500,04/01/2023,0,04/01/2023,2,06/01/2023
7251,Richard,Nguyen,Signup,13/03/2023,01/03/2023,18/03/2023,03/01/2023,,,,,4500000000000000000,company2708533048.com,Company2708533048,Egypt,Africa,,,,0,03/01/2023,,,,
7254,Thomas,Hall,Signup,25/03/2023,01/03/2023,01/04/2023,04/01/2023,04/02/2023,04/01/2023,,,13900000000000000000,company3585028781.com,Company3585028781,Panama,North America,opp8090892515,Professional Monthly,Disqualified,100,04/01/2023,0,04/01/2023,,
7258,Joseph,Patterson,Signup,16/02/2023,01/02/2023,20/02/2023,02/01/2023,09/02/2023,09/01/2023,11/01/2023,11/01/2023,3250000000000000000,company8983663323.com,Company8983663323,Iceland,Europe,opp7544740953,Business Monthly,Closed Won,500,02/01/2023,7,09/01/2023,2,11/01/2023
7268,Maria,Castaneda,Request Demo,16/09/2023,01/09/2023,23/10/2023,10/01/2023,1/16/24,01/01/2024,01/01/2024,01/01/2024,16300000000000000000,company6351045261.com,Company6351045261,Luxembourg,Europe,opp9505294906,Business Monthly,Closed Won,500,10/01/2023,3,01/01/2024,0,01/01/2024
7272,Sharon,Potts,Signup,05/06/2023,01/06/2023,09/06/2023,06/01/2023,,,,,18200000000000000000,company9751505053.com,Company9751505053,Croatia,Europe,,,,0,06/01/2023,,,,
7276,William,Thomas,Signup,16/08/2023,01/08/2023,18/08/2023,08/01/2023,,,,,9410000000000000000,company8515767884.com,Company8515767884,Mexico,North America,,,,0,08/01/2023,,,,
7282,William,Villa,Signup,19/10/2023,01/10/2023,23/10/2023,10/01/2023,11/10/2023,11/01/2023,,,1360000000000000000,company2362725011.com,Company2362725011,Honduras,North America,opp8244402791,Enterprise Monthly,Negotiation,1000,10/01/2023,1,11/01/2023,,
7283,Richard,Ortiz,Signup,03/01/2023,01/01/2023,27/01/2023,01/01/2023,3/19/23,03/01/2023,3/21/23,03/01/2023,6850000000000000000,company9183929284.com,Company9183929284,France,Europe,opp5291464716,Free,Discovery,0,01/01/2023,2,03/01/2023,0,03/01/2023
7285,Brian,White,Signup,15/04/2023,01/04/2023,22/05/2023,05/01/2023,5/23/23,05/01/2023,,,1860000000000000000,company7053996026.com,Company7053996026,Nicaragua,North America,opp18930466,Professional Monthly,Legal,100,05/01/2023,0,05/01/2023,,
7290,Cynthia,Gibson,Request Demo,24/09/2023,01/09/2023,28/09/2023,09/01/2023,,,,,4720000000000000000,company9964531431.com,Company9964531431,Djibouti,Africa,,,,0,09/01/2023,,,,
7294,Donald,Peterson,3rd Party Data,05/11/2023,01/11/2023,18/11/2023,11/01/2023,11/20/23,11/01/2023,12/03/2023,12/01/2023,7560000000000000000,company5764514156.com,Company5764514156,Ukraine,Europe,opp9173044395,Professional Monthly,Closed Won,100,11/01/2023,0,11/01/2023,1,12/01/2023
7303,Collin,Mcpherson,Request Demo,27/12/2023,01/12/2023,30/12/2023,12/01/2023,01/04/2024,01/01/2024,,,607000000000000000,company2423711311.com,Company2423711311,Djibouti,Africa,opp9220975420,Free,Discovery,0,12/01/2023,1,01/01/2024,,
7305,Tyler,Blanchard,Events,19/11/2023,01/11/2023,27/11/2023,11/01/2023,,,,,9920000000000000000,company8786726656.com,Company8786726656,Saint Lucia,North America,,,,0,11/01/2023,,,,
7314,Emily,Smith,Signup,17/04/2023,01/04/2023,19/04/2023,04/01/2023,,,,,3080000000000000000,company2487395815.com,Company2487395815,Belize,North America,,,,0,04/01/2023,,,,
7315,Veronica,Brown,Signup,11/05/2023,01/05/2023,14/05/2023,05/01/2023,,,,,12500000000000000000,company1915049925.com,Company1915049925,Canada,North America,,,,0,05/01/2023,,,,
7317,Danielle,Stone,Signup,16/01/2023,01/01/2023,19/01/2023,01/01/2023,,,,,7300000000000000000,company2064569419.com,Company2064569419,Cuba,North America,,,,0,01/01/2023,,,,
7319,Amy,Patterson,3rd Party Data,23/03/2023,01/03/2023,05/04/2023,04/01/2023,4/15/23,04/01/2023,,,6600000000000000000,company5691442645.com,Company5691442645,Portugal,Europe,opp342196680,Business Monthly,Closed Lost,500,04/01/2023,0,04/01/2023,,
7326,Hailey,King,3rd Party Data,05/09/2023,01/09/2023,20/09/2023,09/01/2023,,,,,5770000000000000000,company1185682921.com,Company1185682921,Bosnia and Herzegovina,Europe,,,,0,09/01/2023,,,,
7329,Brady,Harrington,Signup,05/03/2023,01/03/2023,22/04/2023,04/01/2023,,,,,13200000000000000000,company1467310808.com,Company1467310808,Saudi Arabia,Asia,,,,0,04/01/2023,,,,
7331,Peter,Hernandez,Signup,17/08/2023,01/08/2023,22/08/2023,08/01/2023,,,,,3640000000000000000,company3992806722.com,Company3992806722,Dominican Republic,North America,,,,0,08/01/2023,,,,
7332,Vanessa,Fisher,Signup,25/09/2023,01/09/2023,03/12/2023,12/01/2023,12/05/2023,12/01/2023,12/01/2023,12/01/2023,10900000000000000000,company4294853052.com,Company4294853052,Guinea-Bissau,Africa,opp9087284186,Professional Monthly,Closed Won,100,12/01/2023,0,12/01/2023,0,12/01/2023
7335,Diana,Smith,Request Demo,26/09/2023,01/09/2023,29/09/2023,09/01/2023,10/21/23,10/01/2023,11/01/2023,11/01/2023,3460000000000000000,company677612513.com,Company677612513,Austria,Europe,opp6649081342,Professional Monthly,Closed Won,100,09/01/2023,1,10/01/2023,1,11/01/2023
7339,Robert,Anderson,Signup,24/03/2023,01/03/2023,17/06/2023,06/01/2023,,,,,12600000000000000000,company4726032256.com,Company4726032256,France,Europe,,,,0,06/01/2023,,,,
7340,Carol,Rogers,Request Demo,16/12/2023,01/12/2023,17/12/2023,12/01/2023,,,,,4780000000000000000,company4288938744.com,Company4288938744,Romania,Europe,,,,0,12/01/2023,,,,
7342,Meredith,Ferguson,Signup,13/04/2023,01/04/2023,15/05/2023,05/01/2023,5/18/23,05/01/2023,05/01/2023,05/01/2023,890000000000000000,company8888392065.com,Company8888392065,El Salvador,North America,opp6645153321,Professional Monthly,Closed Won,100,05/01/2023,0,05/01/2023,0,05/01/2023
7344,John,Davis,Request Demo,02/08/2023,01/08/2023,05/08/2023,08/01/2023,08/08/2023,08/01/2023,,,16600000000000000000,company1623437782.com,Company1623437782,Burkina,Africa,opp8124137362,Free,Closed Lost,0,08/01/2023,0,08/01/2023,,
7348,Catherine,Booth,Request Demo,29/01/2023,01/01/2023,29/05/2023,05/01/2023,06/01/2023,06/01/2023,7/17/23,07/01/2023,12500000000000000000,company6433092429.com,Company6433092429,Brazil,South America,opp6543322976,Business Monthly,Closed Won,500,05/01/2023,1,06/01/2023,1,07/01/2023
7350,Catherine,Sanchez,Gated Content,22/12/2023,01/12/2023,30/12/2023,12/01/2023,01/01/2024,01/01/2024,1/18/24,01/01/2024,10700000000000000000,company7362003689.com,Company7362003689,France,Europe,opp6690751486,Free,Closed Won,0,12/01/2023,1,01/01/2024,0,01/01/2024
7352,Elijah,James,Request Demo,04/07/2023,01/07/2023,05/07/2023,07/01/2023,07/06/2023,07/01/2023,,,2000000000000000000,company3427505713.com,Company3427505713,Montenegro,Europe,opp7430460428,Business Monthly,Legal,500,07/01/2023,0,07/01/2023,,
7354,April,Jones,Signup,30/01/2023,01/01/2023,03/02/2023,02/01/2023,08/03/2023,08/01/2023,8/13/23,08/01/2023,3650000000000000000,company3795750038.com,Company3795750038,Suriname,South America,opp8281184385,Free,Legal,0,02/01/2023,6,08/01/2023,0,08/01/2023
7359,Kenneth,Roberts,Request Demo,21/06/2023,01/06/2023,14/10/2023,10/01/2023,10/18/23,10/01/2023,12/01/2023,12/01/2023,11900000000000000000,company3088488782.com,Company3088488782,Belize,North America,opp7809784622,Professional Monthly,Closed Won,100,10/01/2023,0,10/01/2023,2,12/01/2023
7364,Andre,Conley,Request Demo,02/03/2023,01/03/2023,05/03/2023,03/01/2023,,,,,1570000000000000000,company3290635887.com,Company3290635887,Dominica,North America,,,,0,03/01/2023,,,,
7376,Theresa,Hill,Signup,10/05/2023,01/05/2023,12/05/2023,05/01/2023,,,,,11300000000000000000,company4511573698.com,Company4511573698,Luxembourg,Europe,,,,0,05/01/2023,,,,
7377,Jose,Alvarez,Signup,14/11/2023,01/11/2023,18/11/2023,11/01/2023,,,,,15700000000000000000,company8899463749.com,Company8899463749,Trinidad and Tobago,North America,,,,0,11/01/2023,,,,
7383,Leah,Stark,Signup,31/07/2023,01/07/2023,03/08/2023,08/01/2023,,,,,11400000000000000000,company2184576584.com,Company2184576584,Finland,Europe,,,,0,08/01/2023,,,,
7384,Miguel,Steele,Signup,04/12/2023,01/12/2023,06/12/2023,12/01/2023,,,,,17800000000000000000,company6726663264.com,Company6726663264,Norway,Europe,,,,0,12/01/2023,,,,
7387,Nicholas,Knight,Request Demo,20/06/2023,01/06/2023,25/06/2023,06/01/2023,,,,,14800000000000000000,company984169892.com,Company984169892,Panama,North America,,,,0,06/01/2023,,,,
7388,Maria,Howard,Signup,09/04/2023,01/04/2023,14/07/2023,07/01/2023,01/02/2024,01/01/2024,,,12900000000000000000,company6915318518.com,Company6915318518,Gambia,Africa,opp9617123176,Free,Contract Signed,0,07/01/2023,6,01/01/2024,,
7389,William,Vincent,Request Demo,24/08/2023,01/08/2023,01/09/2023,09/01/2023,,,,,1890000000000000000,company1193604186.com,Company1193604186,Antigua and Barbuda,North America,,,,0,09/01/2023,,,,
7390,Kathryn,Alexander,Signup,15/05/2023,01/05/2023,13/07/2023,07/01/2023,,,,,5580000000000000000,company9899073717.com,Company9899073717,Montenegro,Europe,,,,0,07/01/2023,,,,
7392,Connor,Villegas,Events,17/07/2023,01/07/2023,05/11/2023,11/01/2023,,,,,6450000000000000000,company803867038.com,Company803867038,Barbados,North America,,,,0,11/01/2023,,,,
7395,Christopher,Lopez,3rd Party Data,08/07/2023,01/07/2023,19/07/2023,07/01/2023,,,,,13000000000000000000,company872224689.com,Company872224689,Dominican Republic,North America,,,,0,07/01/2023,,,,
7402,John,Williams,Signup,01/07/2023,01/07/2023,07/10/2023,10/01/2023,,,,,7600000000000000000,company9116678213.com,Company9116678213,Georgia,Europe,,,,0,10/01/2023,,,,
7408,Joshua,Parker,Request Demo,04/05/2023,01/05/2023,05/08/2023,08/01/2023,,,,,399000000000000000,company5798867418.com,Company5798867418,Croatia,Europe,,,,0,08/01/2023,,,,
7411,Dustin,Reid,Request Demo,13/08/2023,01/08/2023,15/08/2023,08/01/2023,,,,,16300000000000000000,company3627177609.com,Company3627177609,France,Europe,,,,0,08/01/2023,,,,
7417,Nicholas,Vega,Request Demo,08/06/2023,01/06/2023,31/07/2023,07/01/2023,8/20/23,08/01/2023,11/01/2023,11/01/2023,4730000000000000000,company4174475791.com,Company4174475791,Uzbekistan,Asia,opp685985915,Free,Closed Won,0,07/01/2023,1,08/01/2023,3,11/01/2023
7419,Donald,Anderson,Signup,14/01/2023,01/01/2023,18/01/2023,01/01/2023,1/19/23,01/01/2023,,,11000000000000000000,company2075989710.com,Company2075989710,Trinidad and Tobago,North America,opp6907741216,Business Monthly,Negotiation,500,01/01/2023,0,01/01/2023,,
7420,Steven,Wood,3rd Party Data,05/10/2023,01/10/2023,15/10/2023,10/01/2023,03/08/2024,03/01/2024,05/01/2024,05/01/2024,3070000000000000000,company5968752097.com,Company5968752097,Trinidad and Tobago,North America,opp108921175,Professional Monthly,Closed Won,100,10/01/2023,5,03/01/2024,2,05/01/2024
7424,Donna,Thomas,Signup,18/08/2023,01/08/2023,06/09/2023,09/01/2023,09/08/2023,09/01/2023,,,18300000000000000000,company4393325650.com,Company4393325650,Vatican City,Europe,opp3332837675,Professional Monthly,Contract Signed,100,09/01/2023,0,09/01/2023,,
7427,Melissa,Fischer,Request Demo,18/07/2023,01/07/2023,21/07/2023,07/01/2023,,,,,52000000000000000,company2138622502.com,Company2138622502,Spain,Europe,,,,0,07/01/2023,,,,
7428,James,Edwards,Signup,30/04/2023,01/04/2023,05/05/2023,05/01/2023,,,,,15800000000000000000,company2318058858.com,Company2318058858,Malta,Europe,,,,0,05/01/2023,,,,
7443,Michael,Mcdonald,Signup,11/07/2023,01/07/2023,14/07/2023,07/01/2023,,,,,13600000000000000000,company9168851670.com,Company9168851670,Albania,Europe,,,,0,07/01/2023,,,,
7446,Tammie,Hernandez,Signup,16/09/2023,01/09/2023,18/12/2023,12/01/2023,,,,,11000000000000000000,company6152087671.com,Company6152087671,Canada,North America,,,,0,12/01/2023,,,,
7447,Jacqueline,Johnson,Gated Content,19/06/2023,01/06/2023,22/09/2023,09/01/2023,9/27/23,09/01/2023,9/29/23,09/01/2023,14700000000000000000,company2138529245.com,Company2138529245,Honduras,North America,opp4468095249,Free,Negotiation,0,09/01/2023,0,09/01/2023,0,09/01/2023
7449,Lori,Pierce,Signup,16/05/2023,01/05/2023,20/06/2023,06/01/2023,6/26/23,06/01/2023,8/25/23,08/01/2023,9000000000000000000,company3926765263.com,Company3926765263,Chile,South America,opp3682992941,Free,Closed Won,0,06/01/2023,0,06/01/2023,2,08/01/2023
7460,Anthony,Myers,Signup,10/10/2023,01/10/2023,12/10/2023,10/01/2023,,,,,12000000000000000000,company4420908546.com,Company4420908546,Cuba,North America,,,,0,10/01/2023,,,,
7464,Richard,Reynolds,Signup,03/12/2023,01/12/2023,04/12/2023,12/01/2023,,,,,5700000000000000000,company9325707830.com,Company9325707830,Canada,North America,,,,0,12/01/2023,,,,
7466,Timothy,Benjamin,Signup,22/06/2023,01/06/2023,25/06/2023,06/01/2023,07/03/2023,07/01/2023,,,13800000000000000000,company119052597.com,Company119052597,Albania,Europe,opp5547724388,Enterprise Monthly,Discovery,1000,06/01/2023,1,07/01/2023,,
7468,Kristine,Moore,Signup,10/01/2023,01/01/2023,21/01/2023,01/01/2023,,,,,7860000000000000000,company3547406098.com,Company3547406098,Lithuania,Europe,,,,0,01/01/2023,,,,
7471,Carrie,Long,Request Demo,21/08/2023,01/08/2023,26/08/2023,08/01/2023,,,,,15500000000000000000,company3636047222.com,Company3636047222,Armenia,Europe,,,,0,08/01/2023,,,,
7474,Jodi,Miranda,Signup,21/03/2023,01/03/2023,30/04/2023,04/01/2023,,,,,16000000000000000000,company9850225387.com,Company9850225387,Grenada,North America,,,,0,04/01/2023,,,,
7480,Alyssa,Jones,Signup,13/01/2023,01/01/2023,17/01/2023,01/01/2023,1/19/23,01/01/2023,3/24/23,03/01/2023,3550000000000000000,company5042294838.com,Company5042294838,Trinidad and Tobago,North America,opp581649008,Professional Monthly,Closed Won,100,01/01/2023,0,01/01/2023,2,03/01/2023
7492,Christopher,Parks,Request Demo,20/05/2023,01/05/2023,16/07/2023,07/01/2023,,,,,1090000000000000000,company5120457211.com,Company5120457211,Liberia,Africa,,,,0,07/01/2023,,,,
7497,Jennifer,Fisher,Signup,05/01/2023,01/01/2023,08/01/2023,01/01/2023,04/12/2023,04/01/2023,05/01/2023,05/01/2023,7050000000000000000,company2872791520.com,Company2872791520,Monaco,Europe,opp5017353194,Professional Monthly,Closed Won,100,01/01/2023,3,04/01/2023,1,05/01/2023
7499,Patricia,Johnson,Gated Content,20/08/2023,01/08/2023,09/09/2023,09/01/2023,,,,,11200000000000000000,company8725560116.com,Company8725560116,India,Asia,,,,0,09/01/2023,,,,
7501,Wendy,Stokes,Signup,18/08/2023,01/08/2023,10/12/2023,12/01/2023,,,,,4390000000000000000,company3295445093.com,Company3295445093,Saint Kitts and Nevis,North America,,,,0,12/01/2023,,,,
7502,Joshua,Barber,Signup,16/04/2023,01/04/2023,18/06/2023,06/01/2023,,,,,4160000000000000000,company3452052954.com,Company3452052954,Saint Lucia,North America,,,,0,06/01/2023,,,,
7504,Amanda,Rios,Signup,13/04/2023,01/04/2023,02/05/2023,05/01/2023,,,,,2390000000000000000,company4238719406.com,Company4238719406,CZ,Europe,,,,0,05/01/2023,,,,
7507,Karen,Martinez,Request Demo,05/12/2023,01/12/2023,10/12/2023,12/01/2023,,,,,4240000000000000000,company3146507446.com,Company3146507446,Denmark,Europe,,,,0,12/01/2023,,,,
7510,Ryan,Moore,Gated Content,03/02/2023,01/02/2023,18/02/2023,02/01/2023,,,,,15400000000000000000,company6397499707.com,Company6397499707,Bahrain,Asia,,,,0,02/01/2023,,,,
7519,Catherine,Ball,Signup,04/02/2023,01/02/2023,31/03/2023,03/01/2023,,,,,2440000000000000000,company9246392524.com,Company9246392524,Bosnia and Herzegovina,Europe,,,,0,03/01/2023,,,,
7527,Carlos,Boyer,Signup,13/12/2023,01/12/2023,18/12/2023,12/01/2023,,,,,12700000000000000000,company4219175972.com,Company4219175972,Estonia,Europe,,,,0,12/01/2023,,,,
7531,Jonathan,Nguyen,Signup,13/04/2023,01/04/2023,17/04/2023,04/01/2023,,,,,10300000000000000000,company6180242078.com,Company6180242078,Saint Vincent and the Grenadines,North America,,,,0,04/01/2023,,,,
7533,Christopher,Jackson,Signup,07/01/2023,01/01/2023,11/04/2023,04/01/2023,4/19/23,04/01/2023,05/01/2023,05/01/2023,647000000000000000,company7523564771.com,Company7523564771,Antigua and Barbuda,North America,opp877138494,Free,Closed Won,0,04/01/2023,0,04/01/2023,1,05/01/2023
7539,Leslie,Murphy,Request Demo,07/11/2023,01/11/2023,10/11/2023,11/01/2023,,,,,17700000000000000000,company4539582044.com,Company4539582044,Canada,North America,,,,0,11/01/2023,,,,
7549,Michael,May,Signup,14/06/2023,01/06/2023,16/06/2023,06/01/2023,,,,,5530000000000000000,company8094076046.com,Company8094076046,Netherlands,Europe,,,,0,06/01/2023,,,,
7553,Jonathon,Weber,3rd Party Data,15/02/2023,01/02/2023,04/03/2023,03/01/2023,,,,,4380000000000000000,company6547874680.com,Company6547874680,Andorra,Europe,,,,0,03/01/2023,,,,
7557,Patricia,Barber,Signup,28/01/2023,01/01/2023,18/03/2023,03/01/2023,3/29/23,03/01/2023,,,7340000000000000000,company3792679303.com,Company3792679303,Nigeria,Africa,opp4110955495,Professional Monthly,Legal,100,03/01/2023,0,03/01/2023,,
7558,Valerie,Orr,Signup,23/07/2023,01/07/2023,04/10/2023,10/01/2023,,,,,14000000000000000000,company4778988189.com,Company4778988189,Estonia,Europe,,,,0,10/01/2023,,,,
7563,Gregory,Miranda,Request Demo,14/12/2023,01/12/2023,16/12/2023,12/01/2023,,,,,4260000000000000000,company8371259646.com,Company8371259646,Monaco,Europe,,,,0,12/01/2023,,,,
7564,Austin,Perry,Request Demo,27/05/2023,01/05/2023,28/05/2023,05/01/2023,,,,,9060000000000000000,company2321133866.com,Company2321133866,Gambia,Africa,,,,0,05/01/2023,,,,
7574,Keith,Sanchez,Request Demo,16/01/2023,01/01/2023,20/01/2023,01/01/2023,,,,,5560000000000000000,company9431820738.com,Company9431820738,Saint Lucia,North America,,,,0,01/01/2023,,,,
7575,Christina,Lewis,Request Demo,11/05/2023,01/05/2023,05/07/2023,07/01/2023,,,,,8310000000000000000,company4610573014.com,Company4610573014,Trinidad and Tobago,North America,,,,0,07/01/2023,,,,
7576,Tammy,Frye,Signup,19/07/2023,01/07/2023,02/10/2023,10/01/2023,,,,,15700000000000000000,company4762172155.com,Company4762172155,Saint Kitts and Nevis,North America,,,,0,10/01/2023,,,,
7578,Kimberly,Kelley,Signup,12/10/2023,01/10/2023,15/10/2023,10/01/2023,,,,,18200000000000000000,company5112482536.com,Company5112482536,Belize,North America,,,,0,10/01/2023,,,,
7582,Andrea,Hunter,Signup,20/07/2023,01/07/2023,10/08/2023,08/01/2023,,,,,17400000000000000000,company6529551458.com,Company6529551458,Cuba,North America,,,,0,08/01/2023,,,,
7589,Anna,Scott,Signup,27/07/2023,01/07/2023,28/07/2023,07/01/2023,,,,,17900000000000000000,company6821910992.com,Company6821910992,Burkina,Africa,,,,0,07/01/2023,,,,
7591,Michelle,Logan,Request Demo,05/04/2023,01/04/2023,06/04/2023,04/01/2023,,,,,14400000000000000000,company7820683878.com,Company7820683878,Vatican City,Europe,,,,0,04/01/2023,,,,
7594,Samantha,Robinson,Signup,04/10/2023,01/10/2023,05/10/2023,10/01/2023,10/09/2023,10/01/2023,10/01/2023,10/01/2023,13700000000000000000,company9511070189.com,Company9511070189,Croatia,Europe,opp2804726219,Free,Closed Won,0,10/01/2023,0,10/01/2023,0,10/01/2023
7598,Melissa,Jensen,Signup,13/10/2023,01/10/2023,17/10/2023,10/01/2023,,,,,14000000000000000000,company3956343916.com,Company3956343916,Saint Kitts and Nevis,North America,,,,0,10/01/2023,,,,
7599,Ralph,Fisher,Events,17/01/2023,01/01/2023,25/01/2023,01/01/2023,,,,,12300000000000000000,company4319029353.com,Company4319029353,Uganda,Africa,,,,0,01/01/2023,,,,
7601,Karen,Fox,Signup,07/01/2023,01/01/2023,09/01/2023,01/01/2023,,,,,8790000000000000000,company9670224404.com,Company9670224404,Romania,Europe,,,,0,01/01/2023,,,,
7603,Logan,Sanchez,Signup,22/02/2023,01/02/2023,25/02/2023,02/01/2023,,,,,4680000000000000000,company4098502209.com,Company4098502209,Switzerland,Europe,,,,0,02/01/2023,,,,
7608,Samuel,Smith,Request Demo,19/11/2023,01/11/2023,21/11/2023,11/01/2023,11/22/23,11/01/2023,,,6900000000000000000,company5404636706.com,Company5404636706,Trinidad and Tobago,North America,opp659173453,Professional Monthly,Negotiation,100,11/01/2023,0,11/01/2023,,
7609,Rebecca,Webb,Signup,18/11/2023,01/11/2023,22/11/2023,11/01/2023,,,,,13600000000000000000,company3284792139.com,Company3284792139,Ukraine,Europe,,,,0,11/01/2023,,,,
7610,John,Davis,Signup,24/12/2023,01/12/2023,25/12/2023,12/01/2023,,,,,16500000000000000000,company9960603904.com,Company9960603904,Central African Republic,Africa,,,,0,12/01/2023,,,,
7613,Zachary,Smith,Signup,05/12/2023,01/12/2023,09/12/2023,12/01/2023,,,,,15100000000000000000,company9710241866.com,Company9710241866,Luxembourg,Europe,,,,0,12/01/2023,,,,
7614,Adam,Luna,Gated Content,03/04/2023,01/04/2023,10/04/2023,04/01/2023,04/11/2023,04/01/2023,07/08/2023,07/01/2023,1090000000000000000,company2519400086.com,Company2519400086,Portugal,Europe,opp9363149533,Enterprise Monthly,Closed Won,1000,04/01/2023,0,04/01/2023,3,07/01/2023
7616,Mary,Salazar,Events,28/08/2023,01/08/2023,08/09/2023,09/01/2023,09/10/2023,09/01/2023,10/15/23,10/01/2023,13300000000000000000,company7472310101.com,Company7472310101,Portugal,Europe,opp892106026,Free,Closed Won,0,09/01/2023,0,09/01/2023,1,10/01/2023
